,Date,Open,High,Low,Close,Adj Close,Volume,MA50,MA200,Previous day close price,Change in price,Percent change in price,Previous day volume,Change in volume,Percent change in volume
0,1999-01-22,0.0437499992549419,0.0488279983401298,0.0388020016252994,0.0410160012543201,0.0376177616417408,2714688000,,,,,,,,
1,1999-01-25,0.0442709997296333,0.0458329990506172,0.0410160012543201,0.0453130006790161,0.0415587574243545,510480000,,,0.0410160012543201,0.004296999424695996,0.10476397730857312,2714688000.0,-2204208000.0,-0.8119562911096966
2,1999-01-26,0.0458329990506172,0.0467449985444545,0.0411459989845752,0.041797000914812,0.038334060460329,343200000,,,0.0453130006790161,-0.0035159997642041016,-0.07759362018663041,510480000.0,-167280000.0,-0.3276915843911613
3,1999-01-27,0.0419269986450672,0.04296899959445,0.0395830012857914,0.0416669994592666,0.0382148250937461,244368000,,,0.041797000914812,-0.00013000145554539766,-0.003110305828170734,343200000.0,-98832000.0,-0.2879720279720279
4,1999-01-28,0.0416669994592666,0.0419269986450672,0.0412760004401207,0.0415359996259212,0.0380946807563304,227520000,,,0.0416669994592666,-0.00013099983334539933,-0.0031439708893237217,244368000.0,-16848000.0,-0.06894519740718918
5,1999-01-29,0.0415359996259212,0.0416669994592666,0.0395830012857914,0.0395830012857914,0.0363034904003143,244032000,,,0.0415359996259212,-0.0019529983401298037,-0.047019413465879456,227520000.0,16512000.0,0.07257383966244735
6,1999-02-01,0.0395830012857914,0.0406249985098838,0.0395830012857914,0.0403649993240833,0.0370206944644451,154704000,,,0.0395830012857914,0.0007819980382919034,0.019755905638529914,244032000.0,-89328000.0,-0.36605035405192765
7,1999-02-02,0.0395830012857914,0.0406249985098838,0.0360679998993873,0.0372399985790252,0.0341546051204204,264096000,,,0.0403649993240833,-0.0031250007450581013,-0.07741857543383157,154704000.0,109392000.0,0.7071051815079119
8,1999-02-03,0.0367190018296241,0.0385419987142086,0.0364580005407333,0.0380209982395172,0.0348709002137184,75120000,,,0.0372399985790252,0.0007809996604919989,0.02097206472322166,264096000.0,-188976000.0,-0.7155579789167575
9,1999-02-04,0.0385419987142086,0.0411459989845752,0.0380209982395172,0.0401040017604827,0.0367813259363174,181920000,,,0.0380209982395172,0.0020830035209655,0.05478560841152569,75120000.0,106800000.0,1.4217252396166136
10,1999-02-05,0.0407549999654293,0.0416669994592666,0.0397140011191368,0.0412760004401207,0.0378562323749065,136848000,,,0.0401040017604827,0.0011719986796379991,0.02922398334803722,181920000.0,-45072000.0,-0.2477572559366754
11,1999-02-08,0.0415359996259212,0.0416669994592666,0.0398439988493919,0.0398439988493919,0.036542858928442,154080000,,,0.0412760004401207,-0.0014320015907287945,-0.034693322401869064,136848000.0,17232000.0,0.12592072956857248
12,1999-02-09,0.0406249985098838,0.0408850014209747,0.0377600006759166,0.038281001150608,0.0351093560457229,86976000,,,0.0398439988493919,-0.0015629976987839023,-0.03922793253488299,154080000.0,-67104000.0,-0.4355140186915888
13,1999-02-10,0.038281001150608,0.0393229983747005,0.0372399985790252,0.037891000509262,0.034751683473587,148224000,,,0.038281001150608,-0.0003900006413459986,-0.01018783808217627,86976000.0,61248000.0,0.7041942604856513
14,1999-02-11,0.0380209982395172,0.0427079983055591,0.0380209982395172,0.0411459989845752,0.0377369932830333,132240000,,,0.037891000509262,0.0032549984753132005,0.08590426305891707,148224000.0,-15984000.0,-0.10783678756476689
15,1999-02-12,0.0416669994592666,0.0437499992549419,0.0416669994592666,0.0434900000691413,0.0398867912590503,109728000,,,0.0411459989845752,0.0023440010845660955,0.056967898274746354,132240000.0,-22512000.0,-0.1702359346642468
16,1999-02-16,0.0442709997296333,0.046094000339508,0.0393229983747005,0.0437499992549419,0.0401252508163452,211008000,,,0.0434900000691413,0.00025999918580060094,0.005978367104788385,109728000.0,101280000.0,0.9230096237970253
17,1999-02-17,0.0427079983055591,0.0432289987802505,0.0406249985098838,0.0414059981703758,0.0379754453897476,67728000,,,0.0437499992549419,-0.0023440010845660955,-0.05357716855963879,211008000.0,-143280000.0,-0.6790263876251137
18,1999-02-18,0.0427079983055591,0.0432289987802505,0.0408850014209747,0.0420570001006126,0.0385725200176239,70704000,,,0.0414059981703758,0.0006510019302367956,0.015722406390447974,67728000.0,2976000.0,0.04394046775336635
19,1999-02-19,0.0416669994592666,0.0442709997296333,0.0411459989845752,0.0434900000691413,0.0398867912590503,75360000,,,0.0420570001006126,0.001432999968528699,0.03407280512401134,70704000.0,4656000.0,0.06585200271554648
20,1999-02-22,0.0442709997296333,0.0447920002043247,0.0414059981703758,0.0437499992549419,0.0401252508163452,205248000,,,0.0434900000691413,0.00025999918580060094,0.005978367104788385,75360000.0,129888000.0,1.7235668789808916
21,1999-02-23,0.0447920002043247,0.0467449985444545,0.042187999933958,0.0458329990506172,0.0420356728136539,138096000,,,0.0437499992549419,0.0020829997956752985,0.04761142471196744,205248000.0,-67152000.0,-0.32717492984097285
22,1999-02-24,0.0526040010154247,0.0546879991888999,0.0483070015907287,0.0494790002703666,0.0453795827925205,612768000,,,0.0458329990506172,0.003646001219749402,0.07954969771283826,138096000.0,474672000.0,3.437261035801182
23,1999-02-25,0.0515629984438419,0.0531250014901161,0.0471349991858005,0.0479170009493827,0.0439470037817955,149136000,,,0.0494790002703666,-0.0015619993209839006,-0.03156893454695353,612768000.0,-463632000.0,-0.7566191446028513
24,1999-02-26,0.0484380014240741,0.050000000745058,0.0453130006790161,0.045703001320362,0.041916437447071,172608000,,,0.0479170009493827,-0.002213999629020698,-0.0462048873083577,149136000.0,23472000.0,0.15738654650788542
25,1999-03-01,0.046875,0.0479170009493827,0.0437499992549419,0.0459639988839626,0.0421558022499084,92160000,,,0.045703001320362,0.00026099756360059567,0.00571073137562883,172608000.0,-80448000.0,-0.4660734149054505
26,1999-03-02,0.0458329990506172,0.046094000339508,0.0447920002043247,0.0455729998648166,0.0417972020804882,55248000,,,0.0459639988839626,-0.00039099901914599333,-0.008506636250972921,92160000.0,-36912000.0,-0.4005208333333333
27,1999-03-03,0.0458329990506172,0.0458329990506172,0.042187999933958,0.0424479991197586,0.0389311239123344,61392000,,,0.0455729998648166,-0.003125000745058004,-0.06857131973597763,55248000.0,6144000.0,0.1112076455256299
28,1999-03-04,0.0445309989154338,0.0447920002043247,0.0411459989845752,0.0415359996259212,0.0380946807563304,57360000,,,0.0424479991197586,-0.0009119994938373982,-0.02148509971611079,61392000.0,-4032000.0,-0.0656763096168882
29,1999-03-05,0.0419269986450672,0.0440099984407424,0.0419269986450672,0.0438800007104873,0.0402444712817668,78768000,,,0.0415359996259212,0.0023440010845661025,0.05643300042557042,57360000.0,21408000.0,0.37322175732217566
30,1999-03-08,0.0427079983055591,0.0458329990506172,0.0419269986450672,0.0445309989154338,0.0408415272831916,75888000,,,0.0438800007104873,0.0006509982049464971,0.01483587498645833,78768000.0,-2880000.0,-0.03656307129798908
31,1999-03-09,0.0444010011851787,0.0466150008141994,0.0444010011851787,0.0459639988839626,0.0421558022499084,143184000,,,0.0445309989154338,0.0014329999685287961,0.03217982985852452,75888000.0,67296000.0,0.8867805186590765
32,1999-03-10,0.0466150008141994,0.0466150008141994,0.0445309989154338,0.0451820008456707,0.0414386130869388,235344000,,,0.0459639988839626,-0.0007819980382918965,-0.017013272501943844,143184000.0,92160000.0,0.6436473348977538
33,1999-03-11,0.0444010011851787,0.0451820008456707,0.0432289987802505,0.0432289987802505,0.0396473966538906,54288000,,,0.0451820008456707,-0.0019530020654201993,-0.04322522307259291,235344000.0,-181056000.0,-0.7693249031205385
34,1999-03-12,0.0434900000691413,0.0434900000691413,0.0416669994592666,0.0424479991197586,0.0389311239123344,90768000,,,0.0432289987802505,-0.0007809996604919017,-0.018066568334418776,54288000.0,36480000.0,0.671971706454465
35,1999-03-15,0.0434900000691413,0.0447920002043247,0.0432289987802505,0.0442709997296333,0.040603082627058,108816000,,,0.0424479991197586,0.0018230006098746976,0.042946679411942634,90768000.0,18048000.0,0.1988365943945003
36,1999-03-16,0.0445309989154338,0.0450519993901252,0.0424479991197586,0.0428389981389045,0.0392897240817546,79152000,,,0.0442709997296333,-0.0014320015907287945,-0.032346267296292086,108816000.0,-29664000.0,-0.27260696956329955
37,1999-03-17,0.0432289987802505,0.0440099984407424,0.0420570001006126,0.0430990010499954,0.0395281799137592,51360000,,,0.0428389981389045,0.0002600029110908994,0.006069304194459502,79152000.0,-27792000.0,-0.35112189205579136
38,1999-03-18,0.0432289987802505,0.0442709997296333,0.042187999933958,0.0436200015246868,0.040006011724472,46320000,,,0.0430990010499954,0.0005210004746913979,0.012088458247258016,51360000.0,-5040000.0,-0.09813084112149528
39,1999-03-19,0.0434900000691413,0.0450519993901252,0.0434900000691413,0.0437499992549419,0.0401252508163452,105312000,,,0.0436200015246868,0.0001299977302550992,0.002980232134598415,46320000.0,58992000.0,1.2735751295336786
40,1999-03-22,0.0446610003709793,0.0447920002043247,0.0424479991197586,0.0424479991197586,0.0389311239123344,36672000,,,0.0437499992549419,-0.0013020001351832997,-0.029760003596713824,105312000.0,-68640000.0,-0.6517775752051048
41,1999-03-23,0.0427079983055591,0.0427079983055591,0.0390629991888999,0.0398439988493919,0.036542858928442,163968000,,,0.0424479991197586,-0.0026040002703666965,-0.06134565407947801,36672000.0,127296000.0,3.471204188481676
42,1999-03-24,0.0395830012857914,0.0398439988493919,0.0380209982395172,0.0395830012857914,0.0363034904003143,60864000,,,0.0398439988493919,-0.00026099756360050547,-0.0065504861745193654,163968000.0,-103104000.0,-0.6288056206088992
43,1999-03-25,0.0394529998302459,0.0416669994592666,0.0393229983747005,0.0401040017604827,0.0367813259363174,40320000,,,0.0395830012857914,0.0005210004746913008,0.01316222766762043,60864000.0,-20544000.0,-0.33753943217665616
44,1999-03-26,0.0406249985098838,0.0437499992549419,0.0406249985098838,0.0436200015246868,0.040006011724472,88272000,,,0.0401040017604827,0.0035159997642041016,0.0876720429348441,40320000.0,47952000.0,1.1892857142857145
45,1999-03-29,0.0449220016598701,0.0459639988839626,0.0441409982740879,0.0449220016598701,0.0412001423537731,65952000,,,0.0436200015246868,0.0013020001351832997,0.029848695315758622,88272000.0,-22320000.0,-0.2528548123980424
46,1999-03-30,0.0450519993901252,0.0454429984092712,0.0408850014209747,0.0411459989845752,0.0377369932830333,69504000,,,0.0449220016598701,-0.003776002675294897,-0.08405686602937135,65952000.0,3552000.0,0.05385735080058218
47,1999-03-31,0.0424479991197586,0.0445309989154338,0.0404950007796287,0.0440099984407424,0.0403636917471885,153600000,,,0.0411459989845752,0.0028639994561672003,0.06960578250247007,69504000.0,84096000.0,1.2099447513812156
48,1999-04-01,0.0440099984407424,0.0442709997296333,0.0419269986450672,0.0427079983055591,0.0391695648431777,30432000,,,0.0440099984407424,-0.0013020001351832997,-0.029584189532212535,153600000.0,-123168000.0,-0.801875
49,1999-04-05,0.042187999933958,0.0432289987802505,0.0411459989845752,0.0414059981703758,0.0379754453897476,98640000,0.042601599842309906,,0.0427079983055591,-0.0013020001351832997,-0.03048609597359253,30432000.0,68208000.0,2.2413249211356465
50,1999-04-06,0.041797000914812,0.0419269986450672,0.0395830012857914,0.0403649993240833,0.0370206944644451,69696000,0.04258857980370517,,0.0414059981703758,-0.0010409988462925027,-0.025141257119537186,98640000.0,-28944000.0,-0.2934306569343066
51,1999-04-07,0.0406249985098838,0.0440099984407424,0.0403649993240833,0.0437499992549419,0.0401252508163452,89280000,0.04255731977522369,,0.0403649993240833,0.003384999930858598,0.08385977920329046,69696000.0,19584000.0,0.28099173553719003
52,1999-04-08,0.0440099984407424,0.0458329990506172,0.0434900000691413,0.0445309989154338,0.0408415272831916,130128000,0.04261199973523611,,0.0437499992549419,0.0007809996604919017,0.017851421115251398,89280000.0,40848000.0,0.4575268817204301
53,1999-04-09,0.0447920002043247,0.0447920002043247,0.0434900000691413,0.0437499992549419,0.0401252508163452,48624000,0.042653659731149624,,0.0445309989154338,-0.0007809996604919017,-0.017538336877981342,130128000.0,-81504000.0,-0.6263371449649575
54,1999-04-12,0.0432289987802505,0.0432289987802505,0.0411459989845752,0.0419269986450672,0.0384532697498798,33312000,0.04266147971153255,,0.0437499992549419,-0.0018230006098746976,-0.04166858607817636,48624000.0,-15312000.0,-0.31490621915103656
55,1999-04-13,0.0427079983055591,0.0427079983055591,0.0395830012857914,0.0402339994907379,0.0369005538523197,36144000,0.04267449967563148,,0.0419269986450672,-0.0016929991543293,-0.04037968872185138,33312000.0,2832000.0,0.08501440922190207
56,1999-04-14,0.0401040017604827,0.0410160012543201,0.0390629991888999,0.0390629991888999,0.0358265750110149,48288000,0.04264845967292781,,0.0402339994907379,-0.0011710003018380044,-0.029104745157328304,36144000.0,12144000.0,0.3359893758300132
57,1999-04-15,0.0401040017604827,0.0401040017604827,0.0390629991888999,0.0401040017604827,0.0367813259363174,35856000,0.04270573973655696,,0.0390629991888999,0.0010410025715828011,0.02664932527450703,48288000.0,-12432000.0,-0.25745526838966204
58,1999-04-16,0.0398439988493919,0.0420570001006126,0.0398439988493919,0.0414059981703758,0.0379754453897476,38928000,0.04277343973517413,,0.0401040017604827,0.0013019964098931053,0.032465498522295855,35856000.0,3072000.0,0.08567603748326635
59,1999-04-19,0.0419269986450672,0.0419269986450672,0.0390629991888999,0.0395830012857914,0.0363034904003143,31296000,0.04276301972568031,,0.0414059981703758,-0.001822996884584406,-0.04402736234212268,38928000.0,-7632000.0,-0.1960542540073983
60,1999-04-20,0.0395830012857914,0.0411459989845752,0.0384109988808631,0.0388020016252994,0.035587191581726,67680000,0.04271353974938388,,0.0395830012857914,-0.0007809996604919989,-0.01973068325095262,31296000.0,36384000.0,1.1625766871165646
61,1999-04-21,0.0388020016252994,0.0395830012857914,0.0385419987142086,0.0394529998302459,0.0361842550337314,37488000,0.04270571976900096,,0.0388020016252994,0.0006509982049465041,0.016777438731976346,67680000.0,-30192000.0,-0.4460992907801419
