,Date,Open,High,Low,Close,Adj Close,Volume,MA50,MA200,Previous day close price,Change in price,Percent change in price,Previous day volume,Change in volume,Percent change in volume
0,2010-06-29,1.2666670083999634,1.6666669845581057,1.1693329811096191,1.5926669836044312,1.5926669836044312,281494500,,,,,,,,
1,2010-06-30,1.7193330526351929,2.0280001163482666,1.553333044052124,1.5886670351028442,1.5886670351028442,257806500,,,1.5926669836044312,-0.003999948501586914,-0.0025114782580187844,281494500.0,-23688000.0,-0.08415084486553026
2,2010-07-01,1.6666669845581057,1.7280000448226929,1.3513330221176147,1.4639999866485596,1.4639999866485596,123282000,,,1.5886670351028442,-0.12466704845428467,-0.07847273575876412,257806500.0,-134524500.0,-0.5218041438055285
3,2010-07-02,1.5333329439163208,1.5399999618530271,1.24733304977417,1.2799999713897705,1.2799999713897705,77097000,,,1.4639999866485596,-0.18400001525878906,-0.12568307167816883,123282000.0,-46185000.0,-0.37462889959604806
4,2010-07-06,1.3333330154418943,1.3333330154418943,1.0553330183029177,1.0740000009536743,1.0740000009536743,103003500,,,1.2799999713897705,-0.2059999704360962,-0.1609374805004331,77097000.0,25906500.0,0.336024748044671
5,2010-07-07,1.0933330059051514,1.108667016029358,0.9986670017242432,1.053333044052124,1.053333044052124,103825500,,,1.0740000009536743,-0.020666956901550293,-0.01924297661377916,103003500.0,822000.0,0.00798031134864341
6,2010-07-08,1.0759999752044678,1.1679999828338623,1.037999987602234,1.1640000343322754,1.1640000343322754,115671000,,,1.053333044052124,0.11066699028015137,0.10506362722128282,103825500.0,11845500.0,0.11409046910441067
7,2010-07-09,1.1720000505447388,1.1933330297470093,1.1033329963684082,1.159999966621399,1.159999966621399,60759000,,,1.1640000343322754,-0.004000067710876465,-0.0034364841863351314,115671000.0,-54912000.0,-0.4747257307363125
8,2010-07-12,1.196666955947876,1.2046669721603394,1.1333329677581787,1.136667013168335,1.136667013168335,33037500,,,1.159999966621399,-0.023332953453063965,-0.02011461562453598,60759000.0,-27721500.0,-0.45625339455883074
9,2010-07-13,1.1593329906463623,1.2426669597625732,1.126667022705078,1.2093329429626465,1.2093329429626465,40201500,,,1.136667013168335,0.07266592979431152,0.0639289510054164,33037500.0,7164000.0,0.21684449489216795
10,2010-07-14,1.1959999799728394,1.3433330059051514,1.184000015258789,1.3226670026779177,1.3226670026779177,62928000,,,1.2093329429626465,0.11333405971527122,0.09371617665324106,40201500.0,22726500.0,0.565314727062423
11,2010-07-15,1.329332947731018,1.4333330392837524,1.2666670083999634,1.3259999752044678,1.3259999752044678,56097000,,,1.3226670026779177,0.003332972526550071,0.0025198878627819,62928000.0,-6831000.0,-0.10855263157894735
12,2010-07-16,1.3799999952316284,1.4199999570846558,1.3366669416427612,1.3760000467300415,1.3760000467300415,39319500,,,1.3259999752044678,0.05000007152557373,0.037707445294532294,56097000.0,-16777500.0,-0.2990801647146907
13,2010-07-19,1.4246670007705688,1.4833329916000366,1.3946670293807983,1.4606670141220093,1.4606670141220093,37297500,,,1.3760000467300415,0.08466696739196777,0.061531224212653335,39319500.0,-2022000.0,-0.05142486552473968
14,2010-07-20,1.4566669464111328,1.4566669464111328,1.3366669416427612,1.3533329963684082,1.3533329963684082,27379500,,,1.4606670141220093,-0.10733401775360107,-0.07348287920236107,37297500.0,-9918000.0,-0.2659159461089885
15,2010-07-21,1.3773330450057983,1.3933329582214355,1.2999999523162842,1.3480000495910645,1.3480000495910645,18787500,,,1.3533329963684082,-0.00533294677734375,-0.0039406020481688175,27379500.0,-8592000.0,-0.3138114282583685
